,id,code,name_ru,name_en,genres,description,episodes_count,year
0,5411.0,angel-densetsu,Легенда об Ангеле,Angel Densetsu,"Драма, Комедия, Сёнен","Сэйитиро Китано – юноша с сердцем ангела и лицом демона.

 Он только что перевелся в школу Хекикуу. У него отличные отметки, превосходные характеристики и еще лучшие намерения. А что толку? Китано боятся и учителя, и ученики, а тут еще нелепая случайность столкнула его со свирепым Сэйкити Куродой, теневым «боссом» школы. Но Куродо оказался так напуган лицом первогодки-«отморозка», что сдал свой грозный титул практически без боя...

Так что теперь пацифист и отличник Китано-сан – новый лидер драчунов Хэкикуу.",2.0,1996.0
0,8443.0,cowboy-bebop,Ковбой Бибоп,Cowboy Bebop,"Драма, Комедия, Приключения, Фантастика, Экшен","Культовый сериал о приключениях двух охотников за головами - Спайке и Джете, бороздящими просторы Солнечной Системы на корабле ""Бибоп"" и промышляющими охотой на преступников за награду.




BDRip 1080p - HEVC - HEVC/FLAC, 5.1

BDRip 1080p - H264/FLAC, 5.1

BDRip 720p - H264/AC3, 5.1",26.0,1998.0
0,8910.0,trigun,Триган,Trigun,"Приключения, Сёнен, Фантастика, Экшен","«Trigun» — известный в своём жанре космического вестерна сериал, повествующий о парне по имени Вэш Ураган и его похождениях с двумя девушками из страхового агентства «Бернарделли». Сотрудницы агентства всюду следуют за Вэшем, пытаясь свести к минимуму те разрушения, которые неизбежно появляются вслед за приходом Вэша куда бы то ни было.
Всё дело в охотниках за головами, жаждущих получить награду в «$$ 60,000,000,000» (шестьдесят миллиардов «двойных долларов»), которая назначена за голову Вэша за то, что тот единолично уничтожил город Июль. Хотя сам Вэш не может вспомнить этого инцидента из-за случившейся с ним амнезии.
На протяжении всего путешествия Вэш пытается спасти свою жизнь «не смертоносными» методами. И время от времени ему составляет компанию священник Николас Дэ Вульфвуд, который, как и Вэш, является превосходным стрелком с загадочным прошлым.",26.0,1998.0
0,9202.0,yu-gi-oh-shadow-game,Югио! Игра Теней,Yu-Gi-Oh! Shadow Game,"Игры, Комедия, Сёнен, Фэнтези, Экшен","Юги Муто — отчасти хрупкий молодой мальчик, который, оказывается, большой поклонник игр любого рода. Но когда он решает древнюю египетскую головоломку, Юги получает все силы тьмы. Теперь, столкнувшись с опасностью и несправедливостью, он превращает эту силу в гораздо более тёмную и опасную форму и приступает к сражению за справедливость и наказание.",27.0,1998.0
0,9462.0,yu-gi-oh-movie,Югио! Фильм,Yu-Gi-Oh! Movie,"Игры, Комедия, Сёнен, Фэнтези, Экшен","Обычный паренёк по имени Сёго Аояма имеет в своём распоряжении довольно необычную карту — «Красноглазый чёрный дракон». Однако Сёго лишь хвастается карточкой, ведь в дуэлях он не участвует. К нему на помощь приходят Юги и Кацуя. Их цель — научить этого парня играть в «Дуэльных монстров»!",1.0,1999.0
0,442.0,kenshin-ova2,Бродяга Кэнсин OVA-2,Kenshin Ova 2,"Боевые искусства, Драма, Экшен","Два ОВА-эпизода, являющихся продолжением оригинального сериала.
Каору каждый день ходит в порт проверить, не вернулся ли Кэнсин. Спустя некоторое время она начинает оглядываться на свою жизнь с Кэнсином и вспоминать всё, что с ней случилось за это время…",2.0,2001.0
0,5831.0,planetes,Странники,PlanetES,"Драма, Романтика, Сейнен, Фантастика","К 2075 году человечество достигло той точки, когда путешествия между Землёй, Луной и космическими станциями стали частью повседневной жизни. Однако, со временем такой технологический прогресс обострил проблему космического мусора, который может нанести чрезвычайные и даже катастрофические повреждения космическим судам и оборудованию. Эта история об Отделе Расчистки Космического Мусора, подразделении корпорации «Текнора», о его работнике Хатирота Хосино и новой сотруднице в их группе Ай Танабэ. 

 © sheo, shikimori 

 

 Спонсор релиза - Котовник_кошачий",26.0,2003.0
0,8700.0,texhnolyze,Технолайз,Texhnolyze,"Драма, Психологическое, Фантастика, Экшен","Люкс — подземный город, который был построен ради одного эксперимента, но люди, живущие на поверхности, забыли о нем. Жители Люкса оказались в отчаянном положении. В городе установилось хрупкое равновесие сил между взявшими верх группировками. Была изобретена технология «Технолайз», которая «помогает» управлять городом. Теперь некоторые люди Люкса обладают технолизированными конечностями, похожими на протезы. Действие сериала разворачивается вокруг Итисэ — уличного бойца, одного из потомков первых сосланных под землю людей. Чем же станет «Технолайз» — спасением города или же его разрушением?



Торрент с качеством 1080p является апскейлом оригинального 480p!",22.0,2003.0
0,7012.0,beck-mongolian-chop-squad,Бек: Восточная ударная группа,Beck: Mongolian Chop Squad,"Драма, Комедия, Музыка, Повседневность, Сёнен","Юкио Танака, а для друзей Коюки, с детства любил петь. Впрочем, талант его не нашёл применения, и сам он ведёт обыкновенную школьную жизнь.

Однажды он спасает странного пса, на вид состоящего будто из частей разных собак, и так знакомится с его хозяином, гитаристом Рюскe Минами. Постепенно Коюки начинает всё больше общаться с Рюскe — тот талантливый музыкант и мечтает основать собственную группу.





Озвучено по желанию злого Лемура, посильной помощи участников группы  Циничный отаку и Котовника_Кошачьего",26.0,2004.0
0,8386.0,school-rumble,Школьный переполох,School Rumble  ,"Комедия, Романтика, Сёнен, Школа","Всё меняется со слов """"Я люблю тебя"""" - так начинаются горько-сладкие испытания школьной романтики. Тенма Цукамото, второгодка старшей школы, пытается признаться в своих чувствах парню, который ей нравится. Кенджи Харима, известный в школе хулиган, находится в аналогичной ситуации, так как он не может должным образом рассказать о своём трепетном отношении к самой Цукамото. А ведь нужно находить время не только на учебу, но и на учебу, друзей, увлечения и соперничества. 
В этом школьном переполохе Тенма и Кенджи пытаются завоевать сердца тех, в кого влюблены.",26.0,2004.0
0,8452.0,bleach,Блич,Bleach,"Комедия, Приключения, Сверхъестественное, Сёнен, Супер сила, Фэнтези, Экшен","Ичиго Куросаки - 15-тилетний подросток. Учится в средней школе. С 8-ми лет рос без материнской опеки. С детства видит духов умерших. 
 Но в один непримечательный вечер к нему, не осознавая того, что он видит духов, приходит через окно Рукия Кучики. Она - шинигами, бог смерти. И конечно же она получает хорошенький пинок, ногой в спину. Вот так можно описать первую встречу Ичиго с той, кто положит начало долгой и захватывающей истории простого, на первый взгляд, подростка.",366.0,2004.0
0,8684.0,elfen-lied,Эльфийская песнь,Elfen Lied,"Драма, Психологическое, Романтика, Сверхъестественное, Сейнен, Ужасы, Экшен","Диклониусы — побочная, мутировавшая ветвь людей, избранная, кажется, самим Богом, чтобы положить конец человечеству. От обычных людей их отличают небольшие рожки на голове и то, что они владеют как бы «шестым чувством», дающим им способность к телекинезу. Именно из-за этой опасной силы правительство отлавливает их и помещает в специальные лаборатории, где они подвергаются жестоким экспериментам.


14 серия в плеере - это OVA (она же 10.5 в торренте).


ВНИМАНИЕ: данное аниме предназначено для лиц, достигших 18-летнего возраста",13.0,2004.0
0,644.0,shakugan-no-shana,Жгучий взор Шаны,Shakugan no Shana,"Приключения, Романтика, Фэнтези","Огнеглазая, пламевласая охотница. Девушка из другого мира. Школьник по имени Сакай Юджи и представить себе не мог, чем для него оберётся эта встреча. Смерть. Исчезновение. И погружение в новый мир. Мир, в котором бесконечно борются между собой багровые томогара и огненные туманы.",24.0,2005.0
0,8746.0,paradise-kiss,Райский поцелуй,Paradise Kiss,"Драма, Комедия, Повседневность, Романтика","Юкари — обычная примерная ученица старшей школы, которая слушается своих родителей и каждый будний день посещает школу. И как раз тогда, когда она начала задумываться о своей жизни, она встретила группу модных дизайнеров, шьющих для собственного лейбла «Paradise Kiss». Группе необходима модель, которая будет представлять их одежду на модном шоу, и они решают взять на эту роль Юкари. Поначалу она отказывалась, не хотела быть связанной со столь эксцентричными людьми, однако скоро девушка осознала, что они — отличные друзья. Более того, их страсть и энтузиазм в осуществлении своих идеалов и мечтаний заставляют Юкари осознать, что она до сих пор не наслаждалась своей жизнью, и мотивируют её на реализацию собственной мечты. История повествует о вовлечении Юкари в «Paradise Kiss» и о том, как она влюбилась в лидера группы дизайнеров — Джорджи.",12.0,2005.0
0,406.0,codegeass-r1,Код Гиасс: Восставший Лелуш R1,Code Geass: Hangyaku no Lelouch R1,"Драма, Меха, Приключения, Фантастика","Молодой британец Лелуш и сам не знал, в какую историю окажется впутан. Умирая от скуки в тусклых буднях обычной жизни, наш герой спасает загадочную девушку, представившуюся коротким именем С.С. Получив от неё зловещую силу, имя которой ""Гиасс"", Лелуш обретает то, чего давно искал - возможность отомстить своему отцу, императору Великой Британской Империи. © Lupin, AniLibria.TV",25.0,2006.0
0,638.0,NHK,Добро пожаловать в NHK,NHK ni Youkoso,"Драма, Комедия, Повседневность","Сато Тацухиро – хикикомори. Это означает, что он не работает, не учится, испытает трудности с общением и почти не выходит из дому – у Сато модный в Японии «синдром затворничества». В свои 22 года он уже вполне оформившийся неудачник: верит в мировой заговор и переживает острые панические атаки в людных местах. Однако, как знать, вдруг это всё-таки обратимо?..
Однажды к Сато стучатся миссионеры, разносящие душеполезные брошюрки, и юная девушка по имени Мисаки говорит нашему затворнику, что знает, как ему помочь. И, если только Сато подпишет контракт и обязуется ему точно следовать (при нарушении условий штраф в 1 миллион иен!), он вскоре перестанет быть хикикомори и заживет припеваючи…
© Анастасия Розанова, World Art",24.0,2006.0
0,740.0,higurashi-no-naku-koro-ni,Когда плачут цикады [TB-1],Higurashi no Naku Koro Ni,"Детектив, Мистика, Триллер, Ужасы","Приехав в маленькую деревушку под названием ""Хинамизава"", Кейчи и подумать не мог, сколько кошмаров таит в себе это захолустье. Мистика, заговоры, секретные агенты и древние боги. Но это всё раскроется позже, сейчас он просто новичок в деревенской школе, где у него сразу появляется много подруг, жизнь кажется такой светлой и радостной. Пока все вокруг не начинают сходить с ума. Или с ума сходит сам Кейчи?",26.0,2006.0
0,8713.0,bokura-ga-ita,Это были мы,Bokura ga Ita,"Драма, Повседневность, Романтика, Сёдзе","Нанами Такахаси начинает новую жизнь в старшей школе с большими надеждами на то, что ей удастся завести так много друзей, как только возможно. Среди девочек класса ходят разговоры о популярном парне Мотохару Яно, которому удалось влюбить в себя две трети девчонок ещё в средней школе. Когда Нанами спрашивает Юри Ямамото — одноклассницу, что сидит с ней по соседству, о Мотохару, последняя коротко отвечает, что тот ей вовсе не нравится. 


Нанами не имеет ни малейшего представления о том, кто такой Мотохару, до одного классного мероприятия, когда она выставляет себя на посмешище, произнося имя одного из своих новых друзей неправильно. Выясняется, что на перемене на самом деле она встретила Яно, и он провёл её в класс, представившись случайным именем, что и вызвало неприятный инцидент. Сперва Нанами злится на Мотохару, но после нескольких пересечений с ним оказывается, что он начинает ей нравиться.",26.0,2006.0
0,8727.0,xxxholic,Триплексоголик,xxxHOLiC,"Детектив, Драма, Комедия, Психологическое, Сверхъестественное","Ватануки Кимихиро обладает необычной способностью – он может видеть духов и других сверхъестественных существ... и эта способность его, откровенно говоря, раздражает. 

В один прекрасный день, по дороге домой на него внезапно (как это всегда с ним и бывает) набрасываются духи, и уже через пару минут, он, сам того не заметив, оказывается в чужом доме. Там он встречает Ичихара Юко, таинственную женщину, которая утверждает, что может избавить его от способности видеть и притягивать к себе потусторонних существ... но за определённую плату. Она предлагает Ватануки работать в её ""магазинчике"", который предлагает услуги по исполнению желаний. Так и начинаются приключения парня, полные таинственных и удивительных событий.",24.0,2006.0
0,8813.0,ouran-koukou-host-club,Клуб свиданий старшей школы Оран,Ouran Koukou Host Club,"Комедия, Романтика, Школа","Благодаря своим способностям и трудолюбию Харухи Фудзиока получает право учиться и получать стипендию в старшей школе Оран, самой престижной школе Японии, где обучаются отпрыски богатейших и знаменитейших семей страны.
У Харухи короткая стрижка и непритязательная одежда, из-за чего все окружающие, похоже, воспринимают её как мальчика. Тем не менее её это не особо волнует, как не волнует и то, что она из бедной семьи.
Спокойная учёба в школе для Харухи заканчивается в тот момент, когда она случайно попадает в комнату «Хост-клуба» школы и разбивает вазу стоимостью 9 миллионов иен. «Хост-клуб» — это место, где состоящие в клубе юноши, используя все доступные средства, развлекают пришедших туда девушек из школы.
Не имея денег расплатиться за причинённый ущерб, Харухи ничего не остаётся, кроме как работать там прислугой для членов клуба до тех пор, пока не будет отработан долг. Впрочем, это длится недолго: вскоре члены клуба замечают, что под очками ботаника и непритязательной одеждой скрывается симпатичное личико. Отныне Харухи становится рядовым членом клуба, и долг девушки будет уплачен, когда её выберет сотня клиенток.",26.0,2006.0
0,8930.0,shijou-saikyou-no-deshi-kenichi,Сильнейший в истории ученик Кейчи,Shijou Saikyou no Deshi Kenichi,"Боевые искусства, Комедия, Сёнен, Школа, Экшен","Нелегка школьная жизнь Кейчи Ширахамы: друзей нет, девушки нет, драться не умеет, но постоянно подвергается насмешкам одноклассников и даже получает обидное прозвище «хромоножка». Постоянно читает самоучители по карате, но что-то они ничуть не помогают. Попробовал пойти в местный клуб карате, но всё, чего там добился, — это роли боксёрской груши да уборщика.
Однажды, задумавшись по дороге в школу, герой натыкается на девушку. Всё бы ничего, да та его тут же рефлекторно швыряет на землю. Так и познакомились Миу Фуриндзи и Кейчи Ширахама. Оказалось, что Миу только что перевелась в школу Кейчи, и они оба в одном классе. Миу предлагает ему стать друзьями.",50.0,2006.0
0,9315.0,nana,Нана,Nana,"Драма, Комедия, Музыка, Повседневность, Романтика, Сёдзе","Нана Комацу, милая и наивная девушка, переезжает вслед за своим парнем Сёдзи в Токио, где надеется зажить с ним счастливой жизнью, о которой она всегда мечтала. В поезде на пути в Токио она знакомится с Наной Осаки, сильной и волевой девушкой, вокалисткой рок-группы, также переезжающей в Токио ради мечты стать профессиональным музыкантом. Они полные противоположности друг друга, но, будучи тёзками, легко находят общий язык.
Повторно судьба сводит их уже в Токио: на осмотре квартиры, которую каждая из них хотела бы снять. Девушки сильно стеснены в средствах, но найденный вариант просто отличный... Друг с другом они вроде бы ладят, так почему бы не попробовать снять квартиру на двоих?",47.0,2006.0
0,405.0,claymore-kleymor,Клеймор,Claymore,"Драма, Приключения, Фэнтези","Мир похож на средневековье. Мечи, луки, стрелы и монстры. Да вот монстры то не обычные. Они любят питаться человечиной. Все бы ничего, но вот они умеют принимать облик людей, и ты уже не отличишь его, к примеру, от своей родни или друзей. С ними нужно как-то бороться. Обычным людям это не под силу в связи с тем, что монстр или как их называют «Ёма», за секунду, может разорвать человека пополам.
Для борьбы с этими тварями, были созданы, да именно созданы, Claymore. Это женщины, которым в детстве внедрили кровь и плоть Ёма. Они ходят с огромным мечом и по заказу какого-либо города уничтожают Ём. После их смерти, в город приходит человек в черном и берет оплату за работу. Если же город отказывается платить, а такие случаи были, то с этим городом перестают сотрудничать и Ёма, обычно, очень быстро прознав об этом. Полностью съедают всех его жителей.",26.0,2007.0
0,413.0,naruto-shippuuden-naruto-uragannye-khroniki,Наруто Ураганные хроники,Naruto: Shippuuden,"Боевые искусства, Приключения, Сёнен","Приключения самого известного в мире шиноби продолжаются! Наруто идёт к своей мечте - стать хокаге, преодолевая трудности и попадая в передряги. Его друг, а порой и противник, Саске также не стоит на месте и становится всё сильней, идя к своей целе отомстить брату Итачи. Чем же закончится эта история о дружбе, мечте и мести?


373 — 393 Четвёртая Мировая Война Шиноби — Обито Учиха

394 — 413 Прошлое Наруто (экзамен на чуунина)

414 — 431 Бесконечный Цукуёми: Активация

432 — 450  Повесть ниндзя Джирайи - ""Сказание о герое Наруто""

451 — 458 Истинная история Итачи: свет и тьма

459 — 479 Ооцуцуки Кагуя + История мудреца шести путей

480 — 500 После арки Кагуи, мирное время и все дела",450.0,2007.0
0,608.0,sword-of-the-stranger,Меч чужака,Sword of the Stranger,"Боевые искусства, Приключения, Экшен","Маленький мальчик, со своим единственным другом верным псом, удирает от погони. За ним охотятся люди местного князя, который связался с посланцами из Китая. Они платят золотом, чтобы рабочие трудились над постройкой странного сооружения, а войны прочесывали ближайшие деревни. Но мальчик находит странного мужчину со шрамами на лице, который владеет мечом и является опасным противником для преследователей. Этот незнакомец нанимается проводить мальчика до храма, где беглец ожидает найти убежище, однако эта работа оказывается более важной для телохранителя, чем это казалось поначалу…",,2007.0
0,741.0,higurashi-no-naku-koro-ni-kai,Когда плачут цикады [ТВ-2],Higurashi no Naku Koro ni Kai,"Детектив, Мистика, Триллер, Ужасы","Ночью, когда плачут цикады и слышно лишь их стрекотание, случится и уже случалось много раз то, что противоречит планам богов на это место. Именно поэтому каждый раз начинается безумие, раз за разом переписывая историю. Как это всё закончится? Смогут ли Кейчи и его друзья жить счастливо и забыть этот кошмар? Ответы на все вопросы мы узнаем во втором сезоне.",24.0,2007.0
0,7566.0,seirei-no-moribito,Хранитель священного Духа,Seirei no Moribito,"Исторический, Приключения, Фэнтези, Экшен","Женщина–воин, копьеносец Барса, странствует по городам в поисках работы. Барса – профессиональный телохранитель. Забота об экипировке приводит ее в Його, благополучную и богатую страну. Здесь Барса надеется всего-навсего починить сломанное копье, но неожиданно оказывается «при исполнении» - на мосту случается несчастный случай. Во время следования императорского кортежа опрокидывается повозка со вторым принцем Його, Его Высочеством Чагумом. Барса бросается в воду за мальчиком, не предполагая, что судьба накрепко свяжет ее со спасенным ребенком...

 

 

 Озвучено по желанию злого Лемура, посильной помощи участников группы Циничный отаку.",26.0,2007.0
0,8648.0,baccano,Шумиха!,Baccano!,"Детектив, Исторический, Комедия, Сверхъестественное, Экшен","В начале 1930-х годов, в разгар Великой депрессии, из Чикаго отправляется трансконтинентальный поезд «Крадущийся тигр», который впоследствии захватывают сразу две враждующие банды. Понятное дело, разгорается схватка, в которой то там, то тут мелькают незадачливые пассажиры, и летящий на всех парах состав начинает оставлять за собой кровавый след, тянущийся вдоль всей страны. В то же время в Нью-Йорке учёный Сцилард Куэйтс и его странная помощница Эннис ищут пропавшие бутыли, наполненные эликсиром бессмертия. А война, бушующая среди местных мафиозных кланов, становится всё ожесточеннее. Эти события, не имеющие, на первый взгляд, никакой связи, в конечном счёте оказываются частью запутанной истории возрастом в три сотни лет. Истории об алхимии, о жизни и о бессмертии. Очень кровавой истории, все части которой связывают между собой похождения добродушной парочки воров — Айзека и Мирии.",13.0,2007.0
0,8678.0,darker-than-black,Темнее чёрного,Darker than Black,"Детектив, Супер сила, Фантастика, Экшен","10 лет тому назад в Японии и в Южной Америке появляются паранормальные зоны, названные позже Вратами Ада и Вратами Рая. В этих зонах происходят странные и непонятные вещи: люди умирают или пропадают без вести, там растут невиданные растения, и проявляются непонятные видения. Человечество огораживает эти зоны высокими стенами. 

Одновременно с появлением Врат Ада небо над землей заменяется фальшивкой: Луна пропадает, и каждая звезда теперь отвечает за жизнь определенного человека. Когда человек умирает, то падает с неба и его звезда. Эти люди — контракторы.",25.0,2007.0
0,8745.0,ef-a-tale-of-memories,Эф: история воспоминаний,ef: A Tale of Memories,"Детектив, Драма, Романтика","Канун Рождества. Велосипед Хиро Хироно угнан девушкой, преследующей на мотоцикле вора, укравшего её сумочку. Хиро отправляется в погоню и обнаруживает девушку без сознания, а свой велосипед — разбитым вдребезги. Девушка, Мияко Миямура, вскоре приходит в себя, и они начинают беседу. В конце концов двое встречают Рождество вместе. Чуть позже Хиро выясняет, что Мияко посещает ту же школу, что и он, и они начинают проводить всё больше времени друг с другом. Мияко начинает испытывать привязанность к Хиро. Тогда как Кэй Синдо — подруга детства Хиро, которая давно неровно на него дышит, — начинает завидовать. Так образуется любовный треугольник.",12.0,2007.0
0,8748.0,seto-no-hanayome,Морская невеста,Seto no Hanayome,"Комедия, Романтика, Сёнен, Школа","История разворачивается вокруг юноши по имени Нагасуми Митисио. Однажды во время летних каникул Нагасуми чуть не утонул, но его спасла русалка по имени Сан Сэто. Девушка происходит из семьи русалок-якудза с суровыми правилами, и по их законам либо она, либо юноша теперь должны умереть. 

Однако есть и другой вариант, спасающий жизни обоих: Нагасуми должен жениться на Сан. Вот только проблема в том, что отец девушки — Годзабуро Сэто — недоволен таким раскладом... Да что уж там таить, он просто-таки взбешён от нынешнего положения дел. Так на что же будет похожа дальнейшая жизнь нашего героя?",26.0,2007.0
0,8848.0,ghost-hound,Охота на призраков,Ghost Hound,"Детектив, Мистика, Психологическое, Сверхъестественное, Фантастика","На первый взгляд, Суйтэн — самый обычный и ничем не примечательный город. Люди привыкли верить лишь в то, что видят. Однако это не значит, что они видят всё.
После трагической гибели своей сестры Комори Таро пытается найти истинные обстоятельства её гибели в своих воспоминаниях. Герой и его новые друзья оказываются в заброшенной больнице, где начинают происходить необъяснимые вещи. Ребята выходят за грань реального мира, оттого загадок, на которые им предстоит найти ответы, становится всё больше.",22.0,2007.0
0,8939.0,kara-no-kyoukai-1-fukan-fuukei,Граница пустоты 1: Вид с высоты,Kara no Kyoukai 1: Fukan Fuukei,"Детектив, Сверхъестественное, Триллер, Экшен","«В тот день я шёл по широкой главной улице города. Сам не знаю, почему отправился необычным маршрутом. Это была неожиданная прихоть, а я редко поддаюсь внезапным порывам. Итак, я неторопливо шагал, скользя взглядом по примелькавшимся офисным зданиям, когда сверху рухнуло человеческое тело. Этот душераздирающий влажный звук — он пронизывал насквозь. Сорвавшийся с крыши высотного здания человек умер мгновенно, в этом не могло быть сомнений. По тротуару плеснуло алым. В глаза бросились чёрные длинные волосы, тонкие, хрупкие, белые руки и ноги... и совершенно разбитое лицо. А вокруг стояло лето, уже подходящее к концу, и на память почему-то пришёл засушенный и тонко сплющенный цветок, выпавший из старой книги. Возможно, потому, что тело со сломанной тонкой шеей было так похоже на надломленную лилию...» — вот что подумал Микия Кокуто в тот день.
Но, как оказалось, эта история началась задолго до того ужасного момента. И, как ни странно, именно с неё и начинается наше знакомство с Сики Рёги — странной девушкой из древнего и влиятельного рода, которая не так проста, как может показаться на первый взгляд. История приоткроет занавес более глубокой связи этих двух людей. Она расскажет о виновнике того падения с небоскрёба, что имеет столько общего с Рёги... Какой же выбор сделает наша героиня, когда дело коснётся Микии?",,2007.0
0,8940.0,kara-no-kyoukai-2-satsujin-kousatsu-zen,Граница пустоты 2: Теория убийства — Часть 1,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"Детектив, Романтика, Сверхъестественное, Триллер, Экшен","Однажды Микия Кокуто встречает девушку с таинственным взглядом и тут же влюбляется в неё. Ни кто она, ни откуда она — он не знает. Но тем же апрелем на вступительной церемонии в старшую школу он встречает её вновь. Зовут её Сики Рёги. Сики держится от других на расстоянии, но со временем, общаясь с Микией, постепенно открывается ему.
Вскоре в городе прогремит серия беспорядочных убийств, не ясны будут ни мотивы убийцы, ни связи между жертвами. И позже Микия встретит «Сики», другую её личность. Он будет догадываться, кто убийца, но всё равно предпочтёт продолжить верить в Сики. И лишь через три года ему предстоит узнать правду...",,2007.0
0,9050.0,majin-tantei-nougami-neuro,Нейро Ногами — Детектив из Ада,Majin Tantei Nougami Neuro,"Демоны, Детектив, Комедия, Сверхъестественное, Сёнен","Сюжет крутится вокруг Нейро Ногами, демона, который питается тайнами и загадками. Он пришел в человеческий мир для того, чтобы полакомиться тайными умыслами людей, чья преступная натура пропитала их отрицательной энергией. Но демон должен избежать разоблачения, потому что таков закон человеческого мира. В связи с этим он заключает сделку со школьницей Яко Кацураги, пообещав помочь с раскрытием её странной загадки. Таким образом, главной задачей дуэта становится удовлетворение непомерного аппетита Нейро.",25.0,2007.0
0,407.0,codegeass-r2,Код Гиасс: Восстание Лелуша R2,Code Geass: Lelouch of the Rebellion R2,"Драма, Меха, Приключения, Фантастика","Молодой британец Лелуш и сам не знал, в какую историю окажется впутан. Умирая от скуки в тусклых буднях обычной жизни, наш герой спасает загадочную девушку, представившуюся коротким именем С.С. Получив от неё зловещую силу, имя которой ""Гиасс"", Лелуш обретает то, чего давно искал - возможность отомстить своему отцу, императору Великой Британской Империи.",25.0,2008.0
