,id,code,name_ru,name_en,genres,description,episodes_count,year
0,9447.0,tonikaku-kawaii-2nd-season,Унеси меня на луну 2 сезон,Tonikaku Kawaii 2nd Season,"Комедия, Романтика, Сёнен","История о милой паре молодожёнов продолжается!
Однажды Наса Юзаки чуть не попал под грузовик, но его спасла загадочная девушка Цукаса. Он ей сразу же признался в чувствах, но она согласилась встречаться лишь в том случае, если они поженятся...
Через несколько лет Цукаса и правда объявилась, и они начали жить вместе как самая настоящая семейная пара. С тех пор они уже успели ощутить на себе особенности молодой жизни: милые разговоры, первые ссоры, неловкие моменты, новые знакомства и многое, многое другое. А во втором сезоне нас ждут не только умилительные и забавные ситуации между нашими героями, но также и ответы на загадки о прошлом и даже маленький котик!",12.0,2023.0
0,9459.0,kaguya-sama-wa-kokurasetai-first-kiss-wa-owaranai,"Кагуя хочет, чтобы ей признались: Первый поцелуй никогда не заканчивается",Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,"Драма, Комедия, Романтика, Сейнен, Школа",,4.0,2023.0
0,9461.0,ousama-ranking-yuuki-no-takarabako,Рейтинг короля: Сокровищница мужества,Ousama Ranking: Yuuki no Takarabako,"Приключения, Фэнтези","История разворачивается вокруг Боджи, глухого бессильного принца, который не способен воспользоваться даже детским мечом. Как первенец он упорно трудится и мечтает стать величайшим в мире королём. Однако люди за его спиной перешёптываются, что король из него будет никудышный. Впервые в жизни Боджи заводит себе друга. Каге —последний выживший ребенок из клана теней, который каким-то образом понимает Боджи. Необычные обстоятельства и жажда Боджи стать великим королём заставляет наших друзей отправиться в большое путешествие в поисках невиданного мужества!",10.0,2023.0
0,9465.0,ququ-bucai-zaixia-yeguai,Слабейший монстр,"Ququ Bucai, Zaixia Yeguai","Комедия, Приключения, Фэнтези, Экшен","Заядлый геймер Дундун попал в другой мир, в котором оказался самым слабым из монстров. Его сразу же под свое крыло берет Пузырька, его новая хозяйка класса Укротитель. Во время их веселых приключений, Дундун замечает, что у NPC и монстров пробуждается сознание, они начинают быть похожи на людей! Ему предстоит помогать как NPC, так и обычным игрокам, чтобы вернуться в свой родной мир.




Этот анимационный сериал озвучивается командой ""АниЛибрии"" официально и по лицензии. Доступен бесплатный просмотр с рекламой через плеер Rutube для России и стран СНГ. Также можно посмотреть в нашей озвучке на ""Кинопоиске""!",12.0,2023.0
0,9466.0,aishang-ta-de-liyou,Причина полюбить её,Aishang Ta de Liyou,"Драма, Романтика, Школа","Студент-первокурсник Юань Цзюньтан поступает в университет Миньсун, чтобы учиться вместе с девушкой, в которую тайно влюблён уже много лет. Там он знакомится с бывшей певицей суперзвездой по имени Ли Шия, а также старшекурсницей по имени Цуй Жони. Парень попадает в настоящий вихрь любовных перипетий с тремя  красотками.




Этот анимационный сериал озвучивается командой ""АниЛибрии"" официально и по лицензии. Доступен бесплатный просмотр с рекламой через плеер Rutube для России и стран СНГ. Также можно посмотреть в нашей озвучке на ""Кинопоиске""!",22.0,2023.0
0,9467.0,ta-bu-dang-nuzhu-hen-duo-nian,Она много лет не была главной героиней,Ta Bu Dang Nuzhu Hen Duo Nian,"Исторический, Приключения, Экшен","Чжан Исяо — успешная карьеристка, которая упорно трудилась, чтобы стать партнером своей юридической фирмы. Однако она внезапно оказывается перенесенной в прошлое, во времена династии Тан, где ее принимают за принцессу по имени Ли Юй. Несмотря на замешательство и шок, Чжан Исяо полна решимости выжить в этом новом мире и найти способ вернуться в свое время. Она быстро понимает, что жизнь в династии Тан сильно отличается от того, к чему она привыкла, со строгими социальными правилами и обычаями, которых она должна придерживаться. Когда она начинает осваиваться в своей новой жизни, то привлекает внимание многих женихов, включая самого Императора.




Этот анимационный сериал озвучивается командой ""АниЛибрии"" официально и по лицензии. Доступен бесплатный просмотр с рекламой через плеер Rutube для России и стран СНГ. Также можно посмотреть в нашей озвучке на ""Кинопоиске""!",16.0,2023.0
0,9470.0,jujutsu-kaisen-season-2,Магическая битва 2,JUJUTSU KAISEN Season 2,"Демоны, Сверхъестественное, Сёнен, Школа, Экшен","2006 год. Юджи Итадори только-только исполнилось четыре, а шестнадцатилетний Сатору Годжо на пару с Сугуру Гэто уже стали самыми сильными.
Преподаватель Токийского колледжа магии поручает им двоим крайне важную миссию: в целости и сохранности доставить к мастеру Тэнгэну старшеклассницу по имени Рико Аманай. Девочка была избрана идеальным сосудом силы, и пришло время мастеру слиться с её физической оболочкой. Однако недоброжелатели не дремлют, и, чтобы помешать этому, обращаются к человеку по прозвищу Убийца магов.
Кто же на самом деле этот Убийца? Получится ли у юных магов выполнить свою миссию? Обо всём этом мы узнаем во втором сезоне ""Магической битвы""!





Спонсор озвучки: kino.pub


При регистрации по промокоду «anilibria» 5 дней бесплатного pro аккаунта!",23.0,2023.0
0,9471.0,mushoku-tensei-isekai-ittara-honki-dasu-2nd-season,Реинкарнация безработного: История о приключениях в другом мире 2,Mushoku Tensei: Isekai Ittara Honki Dasu 2nd Season,"Гарем, Драма, Приключения, Фэнтези, Этти","Странствия по континенту окончены. Пройдя через множество испытаний, Рудеус и Эрис наконец вернулись домой. Но едва их приключения, казалось, подошли к концу, как судьба преподнесла ребятам новый сюрприз. Друзья были разделены, и теперь, чтобы встретиться вновь, они должны стать сильнее. Для этого Эрис отправляется в путешествие, дабы отточить мастерство владения мечом, ну а Рудеус принимает приглашение в магическую академию, попасть в которую давно мечтал. Забавные и порой пошлые приключения наших героев продолжаются!



Спонсор озвучки: kino.pub


При регистрации по промокоду ""anilibria"" 5 дней бесплатного pro-аккаунта!",12.0,2023.0
0,9472.0,masamune-kun-no-revenge-r,Месть Масамунэ! R,Masamune-kun no Revenge R,"Гарем, Комедия, Романтика, Сёнен, Школа","На бумаге всё казалось очень просто: завоевать сердце девушки, а потом её бросить. И хоть эта девушка — королева школы по имени Аки, писаному красавцу Масамунэ такая задача была явно под силу. Вот только всё пошло совсем не по плану: сначала выяснилось, что главная прислужница Аки знает о его «пухлом» прошлом; потом появилась девушка, которая захотела вклиниться в их отношения; а завершилось всё тем, что у нашего героя вообще появился натуральный доппельгангер.
Но сломить Масамунэ не так-то просто! Он будет продолжать пытаться осуществить свой план мести во что бы то ни стало! Тем более что сердце Аки уже практически в его руках. Хотя, с другой стороны, никогда не поздно сдаться…",12.0,2023.0
0,9475.0,hataraku-maou-sama-2nd-season-part-2,Сатана на подработке! 2. Часть 2,Hataraku Maou-sama!! 2nd Season Part 2,"Комедия, Романтика, Сверхъестественное, Фэнтези","Лето в самом разгаре, и время открывать ""Мак'Рональдс"" для новых посетителей! А раз так, то мы продолжаем следить за судьбой Владыки Тьмы и его непутевых приближенных, ежедневно влипающих в неприятности.
В меню у нас три блюда. 
На первое — очередная схватка с Небесами и спасение Древа Сефир, а заодно и всей Вселенной, включая мир людей и мир демонов.
На второе — юмор, нелепые курьёзы и круглоглазая милаха Алас Рамус, за которой нужен глаз да глаз.
А на десерт — вечный вопрос: кто же в итоге завоюет сердце главного героя — пылкая героиня Эмилия или тихоня Чихо? 
Заглядывайте на огонёк, будет весело и вкусно!",12.0,2023.0
0,9476.0,kanojo-okarishimasu-3rd-season,Девушка на час 3,"Kanojo, Okarishimasu 3rd Season","Комедия, Романтика, Сёнен, Школа","В отношениях Казуи и Чизуру начался новый этап. Теперь они преследуют общую цель: поскорее снять собственный фильм, в котором Чизуру сможет сыграть главную роль.
На пути к этой цели наших героев ждёт тяжёлый труд: сбор денег, поиски режиссёра, съёмки, продвижение и многое другое. Повезло ещё, что заниматься всем этим они будут не одни; на помощь к ним придут как уже знакомые лица в виде энергичной Руки и вечно стесняющейся Суми, так и совершенно новый персонаж: отаку, блогер и соседка Казуи Мини Яэмори.
Но даже так перед героями будет стоять невероятно тяжёлая задача. Хотя ради своей бабушки Чизуру способна на всё. Как и Казуя… ради своей…. ""девушки на час"".",12.0,2023.0
0,9477.0,liar-liar,"Лжец, лжец","Liar, Liar","Игры, Психологическое, Школа, Этти","Здесь, на острове Академия, любой вопрос решается игрой, а у каждого ученика есть свой ранг, измеряющийся в звёздах. Отлаженная иерархия, в которой, казалось бы, нет ни малейшего изъяна. И так бы всё оставалось и дальше, если б в академию не перевёлся Хирото да не обыграл в первый же день абсолютного чемпиона прошлого года. Только где это видано, чтобы обладатель одной звезды побеждал владельца аж целых шести? Придётся парню выдумать убедительную сказочку, что у него, мол, не одна звезда, а все семь. Ну а поддержать фальшивый образ ему поможет горничная Шираюки. И уж лучше бы им не попадаться на обмане!",12.0,2023.0
0,9478.0,shinigami-bocchan-to-kuro-maid-2nd-season,Герцог смерти и его тёмная горничная 2,Shinigami Bocchan to Kuro Maid 2nd Season,"Драма, Комедия, Романтика, Сверхъестественное","Всё, чего касается юный Герцог, сразу умирает. Это проклятие на него ещё в детстве наложила злая ведьма, и за всё это время его так и не удалось снять. К каким только методам прибегал не Герцог со своей служанкой Алисой, но ничего так и не помогло.
А тут появилась новая проблема: мать Герцога заявила, что если он не снимет проклятие до весны, то главой семьи она назначит не его, а его младшего брата Уолтера.
Хотя, это, кажется, не так уж и волнует нашего героя. Ведь для него намного важнее снять своё проклятие, чтобы наконец смочь притронуться с своей служанке Алисе…",12.0,2023.0
0,9479.0,nanatsu-no-maken-ga-shihai-suru,Семь главенствующих мечей,Nanatsu no Maken ga Shihai suru,"Фэнтези, Школа, Экшен","Приходит весна, и в Академию магии Кимберли зачисляются полные энтузиазма первогодки. Всем им не терпится начать обучение, чтобы постичь искусство волшебства и стать полноправными магами.
Но на вступительной церемонии происходит неожиданное: на ребят нападает самый настоящий тролль. Одолеть его удаётся только благодаря стараниям двух первогодок — прилежного парня Оливера и странноватой девушки Нанао. Это событие сближает ребят, и вскоре между ними начинает разгораться настоящая дружба.
Однако опасность ещё не миновала. Ведь им только предстоит узнать, какие страшные тайны хранят в себе стены Академии...





Спонсор озвучки: kino.pub


При регистрации по промокоду «anilibria» 5 дней бесплатного pro аккаунта!",15.0,2023.0
0,9480.0,horimiya-piece,Хоримия: Кусочек,Horimiya -piece-,"Комедия, Повседневность, Романтика, Сёнен, Школа","У каждого есть сторона, которую не хочется показывать другим. И не всегда то, каким человек кажется со стороны, отражает его истинную сущность. Популярная, но холодная красавица может вдруг оказаться заботливой и внимательной сестрой, а нелюдимый хулиган с татуировками и пирсингом — добрым и отзывчивым парнем. Познакомившись поближе, наши герои Хори и Миямура узнали друг о друге много нового и неожиданного, однако их история рассказана не полностью. Открываются новые страницы — кусочки чувств и мыслей героев, о которых мы не могли и подумать!",13.0,2023.0
0,9481.0,level-1-dakedo-unique-skill-de-saikyou-desu,"Хотя я только первого уровня, но с этим уникальным навыком я стану сильнейшим",Level 1 dakedo Unique Skill de Saikyou desu,"Приключения, Фэнтези","Формула ""кто не работает, тот не ест"" справедлива не всегда. Вот, Рёта Сато, например, вкалывал за десятерых, но кушал плохо, и в итоге помер от переутомления. Но зато, что бы вы думали, он реинкарнировался в другом мире, правда, с одним ""но"": сколько бы он не качался, как бы ни упахивался, его уровень всё равно продолжает оставаться первым.
Правда, взамен на это он получил поистине читерский навык, с помощью которого смог выбить себе лучшее снаряжение и прокачать все статы до максимума. И вот так, по-прежнему оставаясь на первом уровне, он стал сильнейшим, и теперь готов наконец ринуться навстречу приключениям!",12.0,2023.0
0,9482.0,eiyuu-kyoushitsu,Класс для героев,Eiyuu Kyoushitsu,"Фэнтези, Школа, Экшен","Больше всего Блейд хочет подружиться со своими одноклассникам в Академии Роузвуд, в которую он только-только перевёлся. А академия эта не простая: в ней готовят самых настоящих героев, которые должны будут встать на защиту мира.
Помочь Блейду освоиться поручают Арнест Флейминг — лучшей ученице академии по прозвищу ""Императрица"". И, к её удивлению, она обнаруживает, что этот Блейд ничуть не слабее её самой...
Ведь, может, с виду он кажется самым простым парнем, но, как и полагается всем простым парням, у него есть свой секрет...",12.0,2023.0
0,9483.0,suki-na-ko-ga-megane-wo-wasureta,Моя возлюбленная забыла свои очки,Suki na Ko ga Megane wo Wasureta,"Повседневность, Романтика, Сёнен, Школа","Ну как можно не влюбиться в эти прекрасные глаза, когда на них нет очков?! 
Мальчику Комуре очень нравится его одноклассница Миэ. А то, что девочка близорука, и ей приходится носить толстенные очки, ему кажется даже милым.
Правда, заговорить он с ней стесняется. Но всё меняется, когда она забывает свои очки дома. Ужасно щурясь, Миэ просит его подсказать, что же написано на доске.
Так начинается эта милая история об отношениях стеснительного парня и его подслеповатой подруги. Кто знает, может, когда-нибудь, они станут настолько близки, что Миэ сможет разглядеть Комуру безо всяких очков.",13.0,2023.0
0,9484.0,zom-100-zombie-ni-naru-made-ni-shitai-100-no-koto,Предсмертный список зомби,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,"Комедия, Приключения, Сверхъестественное, Сейнен, Ужасы, Экшен","Три года работы в адских условиях окончательно довели молодого и перспективного Акиро Тендо. И даже возможность повидаться с симпатичной сотрудницей Саори, на которую он положил глаз, больше не мотивирует его ходить на работу. Однако в один день всё меняется: в Японии наступает настоящий зомби-апокалипсис! Тогда-то Тендо внезапно и понимает, что больше ему работать не придётся! И теперь, когда мир засиял новыми красками, он намерен исполнить всё то, о чём так долго мечтал!





Спонсор озвучки: kino.pub


При регистрации по промокоду «anilibria» 5 дней бесплатного pro аккаунта!",12.0,2023.0
0,9485.0,bang-dream-its-mygo,Ура мечте! Это MyGO!!!!!,Bang Dream! It’s MyGO!!!!!,Музыка,"Совершенно новое аниме, посвящённое персонажам огромной музыкальной медиафраншизы «Ура мечте»! На этот раз собственный сериал получила набравшая большую популярность девчачья группа «МайГО»!
Вокалистка Томори, гитаристки Айнэ и Рана, басистка Соё и барабанщица Таки — все девочки абсолютно разные, каждая со своим характером, капризами и хотелками. И пусть ладить у них получается не всегда, но их объединяет самое главное — мечта.
На пути к ней нашим юным артисткам придётся преодолеть многое: падения, неудачи, ссоры, скандалы. Порою им будет трудно, а порою — невыносимо, но точно можно сказать одно: так просто сдаваться они не собираются.",,2023.0
0,9486.0,rurouni-kenshin-meiji-kenkaku-romantan,Бродяга Кэншин,Rurouni Kenshin -Meiji Kenkaku Romantan-,"Боевые искусства, Исторический, Романтика, Сёнен, Экшен","Химура Кэншин — странструющий воин, чьё нелегкое прошлое продолжает терзать его душу.
Когда-то он был наёмным убийцей, который без жалости уничтожал всех, кто переходил дорогу его нанимателям. Но вот к нему приходит раскаяние, и он, желая искупить свои грехи, решает отправиться в странствие, чтобы помогать другим людям. 
На пути исправления его ждут увлекательные приключения, новые друзья и непростые противники. А сможет ли наш герой наконец обрести душевную гармонию, зависит только он него самого.




Спонсор озвучки: Kino.pub

При регистрации по промокоду «anilibria» 5 дней бесплатного pro аккаунта!",24.0,2023.0
0,9487.0,shiro-seijo-to-kuro-bokushi,Святая Сесилия и пастор Лоуренс,Shiro Seijo to Kuro Bokushi,"Комедия, Романтика, Сёнен","Пастор Лоуренс — ответственный служитель церкви в мирном городке. Прихожан, нуждающихся в помощи, она направляет к святой Сесилии, образцу благочестия, праведности и доброты... но не трудолюбия, о чём никто, кроме Лоуренса, даже не догадывается.
Как только у нашей святой девы появляется свободная минутка, она снимает маску добропорядочности, превращаясь в лентяйку и обжорку. Но не вздумайте подумать плохого про нашу соню! Несмотря на свою лень, она неустанно приносит покой в душу не только прихожанам, но и самому Лоуренсу. 
Кажется, в их святых сердцах разгорается искорка... Может, их союз благословлён самим Богом?",12.0,2023.0
0,9488.0,higeki-no-genkyou-to-naru-saikyou-gedou-last-boss-joou-wa-tami-no-tame-ni-tsukushimasu,"Королева, ставшая причиной трагедии, сделает для народа всё, что в её силах",Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu,"Романтика, Фэнтези","Кронпринцессе Прайд Роял Иви уже восемь. Она красива, не по годам умна и... точно знает, что её ждёт в будущем.
Через несколько лет избалованная и жестокая Прайд должна будет стать могущественной злодейкой-королевой, которая разрушит всю страну, и умереть от руки главной героини, своей младшей сестрёнки Тиары.
Ведь именно победа над ней заканчивает сюжет популярнейшей отомэ-игры ""Лучик света"", которую так любила принцесса в прошлой жизни. Перед тем, как исекайнулась.
Сможет ли новая Прайд изменить ход истории и выжить, раз уж реплики большинства персонажей она знает наперёд?",12.0,2023.0
0,9490.0,watashi-no-shiawase-na-kekkon,Мой счастливый брак,Watashi no Shiawase na Kekkon,"Дзёсей, Исторический, Романтика, Сверхъестественное","Миё Саймори — дочь богатого знатного рода, обладающего могущественными сверхъестественными способностями. Однако хорошего в её жизни оказалось мало. Таланты, что так ценятся в её семье, обошли её стороной, как и любовь родителей. Злая мачеха и её дочь словно злодейки из сказки превратили её жизнь в ад, и даже замуж решили выдать против воли. А кандидатом на её руку и сердце оказывается военный по имени Киёка Кудо — человек, по слухам, настолько холодный и жестокий, что все невесты бежали от него в страхе. Смирившись со своей участью, Миё идёт под венец. Но вскоре она понимает, что её жених совсем не тот монстр, каким его рисовали люди. Отсюда и начинается сказка о двух сердцах, ищущих любовь и счастье.",12.0,2023.0
0,9491.0,yumemiru-danshi-wa-genjitsushugisha,Из мечтателя в реалиста,Yumemiru Danshi wa Genjitsushugisha,"Комедия, Романтика, Школа","Ватару Саджо без ума от своей одноклассницы, красотки Айки Нацукавы, но при этом совсем не стесняется с ней общаться, строя планы о прекрасном совместном будущем.
Но вот однажды, как гром среди ясного неба, к нему приходит осознание, что он ей совсем не пара.
Твёрдо решив, что вместе им не быть, он начинает её сторониться, чем приводит девушку в замешательство.
""Он что, начал меня ненавидеть?"" — первое, что приходит ей на ум, и эти мысли пробуждают в ней закономерное любопытство.
А перерастёт ли это недоразумение в нечто светлое и прекрасное, вопрос хороший, ведь пока они оба думают, что абсолютно друг другу не нравятся!",12.0,2023.0
0,9492.0,seija-musou-salaryman-isekai-de-ikinokoru-tame-ni-ayumu-michi,"Непобедимый святой: Путь, которым я иду, чтобы выжить в другом мире","Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",Фэнтези,"Мир магии, монстров и опасностей, посягающих на жизнь искателя приключений, ожидает перерождения своего нового героя. Не имея ничего, кроме опыта прошлой жизни и деловой хватки, которая поможет ему сориентироваться в землях Гальдардии, переродившийся офисный работник принимает имя Люсиэль и клянется, что его следующая смерть случится разве что от старости. Ну а, если хочешь избежать риска для жизни, что может быть лучше, чем профессия целителя? Правда, чтобы отточить навыки, ему потребуется не раз поставить эту самую жизнь на кон, но это уже мелочи.",12.0,2023.0
0,9494.0,jidou-hanbaiki-ni-umarekawatta-ore-wa-meikyuu-wo-samayou,Я переродился торговым автоматом и скитаюсь по лабиринту,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,"Повседневность, Приключения, Фэнтези","Обычно в историях про перерождение в ином мире главные герои обретают невероятные силы или редкое оружие и отправляются на поиски незабываемых приключений. А как насчёт того, чтобы перерождённый стал… торговым автоматом?
Попав под машину, наш избранник судьбы очутился в ином мире в теле торгового автомата. Так бы он и стоял без дела в какой-то глуши, если бы мимо проходившая девушка Ламмис не забрала его с собой. Так и началась новая необычная жизнь нашего попаданца этом захватывающем фэнтезийном мире!




Спонсор озвучки: Rare Dare


Хочешь татуировку с любимым аниме персонажем, Rare Dare сделает ее для тебя. 
Связаться можно через все соц.сети.",12.0,2023.0
0,9495.0,uchi-no-kaisha-no-chiisai-senpai-no-hanashi,Маленькая сэмпай с моей работы,Uchi no Kaisha no Chiisai Senpai no Hanashi,"Комедия, Романтика","Зачастую в коллективе принято, чтобы старшие приглядывали за младшими. Вот и тут о парне Шинодзаки постоянно заботится старший член команды, Шиори. Она – великолепная, невероятно добрая, ласковая, любящая и совершенно… миниатюрная женщина. Ну а Шинодзаки же хочется верить, что делает она это не только из чувства долга. Надеясь на нечто большее и искренне радуясь проявленной заботе, он всё больше обнажает чувства самой Шиори.",12.0,2023.0
0,9496.0,dark-gathering,Тёмное собрание,Dark Gathering,"Сверхъестественное, Сёнен, Ужасы","Пока кто-то привлекает к себе внимание, деньги, удачу и славу, у Кэйтаро выходит привлекать лишь призраков. И порой контакты с ними заканчиваются не лучшим образом. Два года назад это привело к несчастному случаю, в котором пострадала его подруга, после чего он замкнулся в себе и перестал общаться с другими людьми. К счастью, его подруга детства, Эйко Хозуки, не отвернулась от него и вытащила из депрессии.
Она же предложила парню в качестве реабилитации поработать репетитором и привела к нему на занятия свою кузину Яёй. Только вот оказалось, что Яёй тоже видит сверхъестественное. И вскоре им становится не до учёбы: они отправляются на поиски призрака, забравшего жизнь матери Яёй.",25.0,2023.0
0,9497.0,helck,Хельк,Helck,"Фэнтези, Экшен","Пока человечество празднует гибель Короля Демонов, в подземном мире начинается настоящий хаос. Его обитатели в спешке организовывают турнир, цель которого — найти существо, достойное стать их новым Королём.
Однако, вопреки всем ожиданиям, фаворитом турнира становится герой Хельк, и он — человек! Неслыханное безумие! Разве может какой-то человечишка занять место Короля?! 
Кроша своих соперников направо и налево, он не устаёт повторять, что желает уничтожить всех мерзких людишек! Звучит это слишком подозрительно, и Небесная царица Вамирио решает выяснить, что же на самом деле задумал этот странный герой!",24.0,2023.0
0,9498.0,genjitsu-no-yohane-sunshine-in-the-mirror,Йохане из паргелия: Солнечный свет в зеркале,Genjitsu no Yohane -SUNSHINE in the MIRROR-,Фэнтези,"История, которую никто не знает, о девушке, которую знают все"".
Оригинальные персонажи аниме ""Живая любовь! Сияние!"" теперь в сеттинге фэнтези! Эта повесть расскажет нам о повседневной жизни провидицы Йоханэ в живописном городе Нумадзу, затаившемся между горным хребтом и морем.
Нас ждут умилительные диалоги, веселые истории, забавные ситуации, встречи с другими персонажами франшизы и многое-многое другое!",,2023.0
0,9500.0,ryza-no-atelier-tokoyami-no-joou-to-himitsu-no-kakurega,Ателье Райзы: Королева тьмы и тайное пристанище,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,Приключения,"Райза — простая дочь фермера. Когда ей наскучивает деревенская жизнь, она сбегает из дома и собирается со своими друзьями в тайном месте, где ребята делятся своими мечтами и планируют захватывающие приключения
И вот однажды они всё-таки решаются воплотить свои грёзы в реальность и отправляются в плавание на запретный остров.
Так начинается увлекательное летнее путешествие, которое они никогда не забудут. Встреча с алхимиком, непростые сражения, новые знакомства — всё это их ожидает впереди!",12.0,2023.0
0,9502.0,ayaka,Аяка,AYAKA,Фэнтези,"Юкито Янаги — юный сирота, которому постоянно снятся одни и те же сны: о его отце, о родных островах Аякаджима и о каких-то странных созданиях.
Возможно, эти сны так бы и остались загадкой, если бы вдруг не объявился тот, кто взял и отправил парня на его малую родину. Правда, теперь на Аякаджиме всё по-другому: там обитают драконы, а также и те таинственные существа из снов — ""Митама"".
Сможет ли наш герой, открывший в себе невиданную силу, уберечь гармонию этих мест от погибели?",12.0,2023.0
0,9503.0,bungou-stray-dogs-5th-season,Бродячие псы - литературные гении [ТВ-5],Bungou Stray Dogs 5th Season,"Детектив, Сверхъестественное, Экшен","Террористическая группировка ""Смерть небожителей"" подставила Детективное агентство, используя страницу из могущественной книги, способной воплотить в жизнь все, что в ней написано. За ними начала вестись охота, а Камуи, лидер ""Смерти небожителей"", как никогда приблизился к своей безоговорочной победе над нашими героями.
В новом сезоне Детективное агентство попытается очистить свое имя и остановить зловещие планы террористов. Хотя что они могут сделать в таком безвыходном положении...",11.0,2023.0
0,9504.0,dekiru-neko-wa-kyou-mo-yuuutsu,"Кот, мастер на все лапки, сегодня снова грустит",Dekiru Neko wa Kyou mo Yuuutsu,"Комедия, Повседневность, Сверхъестественное","Когда Саку Фукудзава подбирала на улице милого котика, она даже не предполагала, что это маленькое чудо превратится в двухметрового говорящего кота. К тому же, ещё и хозяйственного! 
Пока наша Саку просиживает юбку в офисе, кот Юкичи следит за домом: стирает, убирается и готовит еду, ну прямо как самая настоящая домохозяйка! Так и живут наши герои мирной, хоть и немножко странной жизнью. Или всё не так просто?",13.0,2023.0
0,9505.0,ai-no-idenshi,Гены искусственного интеллекта,AI no Idenshi,"Драма, Психологическое, Сёнен, Фантастика","Развитие кибернетики и робототехники достигло небывалых высот: в обществе появляется всё больше и больше так называемых ""гуманоидов""  — роботов с искусственным интеллектом, практически неотличимым от человеческого. Подобно людям, эти роботы пишут картины и романы, поют на сцене, испытывают чувства и... страдают от болезней. Правда, болезни у них не совсем людские.
Главный герой истории, Хикару Судо — врач, специалист по лечению гуманоидов, но сам он — человек. В своей клинике он помогает роботам с разнообразными проблемами. Хотя у него и своих проблем невпроворот, но кто поможет ему самому...",12.0,2023.0
